surah_id,verse_number,local_transliteration,ref1_transliteration,ref2_transliteration,char_similarity_ref1,char_similarity_ref2,token_similarity_ref1,token_similarity_ref2,flagged
2,57,Waẓallalnā ʿalaykumu l-ghamāma wa-anzalnā ʿalaykumu l-mana wal-salwā kulū min ṭayyibāti mā razaqnākum wamā ẓalamūnā walākin kānū anfusahum yaẓlimūn,Wa zallalnaa 'alaikumul ghamaama wa anzalnaa 'alaikumul Manna was Salwaa kuloo min taiyibaati maa razaqnaakum wa maa zalamoonaa wa laakin kaanooo anfusahum yazlimoon,Wathallalna AAalaykumualghamama waanzalna AAalaykumu almanna wassalwakuloo min tayyibati ma razaqnakum wamathalamoona walakin kanooanfusahum yathlimoon,0.871,0.8658,0.0857,0.1724,N
2,58,Wa-idh qul'nā ud'khulū hādhihi l-qaryata fakulū min'hā ḥaythu shi'tum raghadaw-wa-ud'khulū l-bāba sujjadaw-waqūlū ḥiṭṭatun-naghfir lakum khaṭāyākum wasanazīdu l-muḥ'sinīn,Wa iz qulnad khuloo haazihil qaryata fakuloo minhaa haisu shi'tum raghadanw wadkhulul baaba sujjadanw wa qooloo hittatun naghfir lakum khataayaakum; wa sanazeedul muhsineen,Wa-ith qulna odkhuloo hathihialqaryata fakuloo minha haythu shi/tum raghadan wadkhulooalbaba sujjadan waqooloo hittatun naghfirlakum khatayakum wasanazeedu almuhsineen,0.8563,0.8605,0.1707,0.1538,N
2,59,Fabaddala alladhīna ẓalamū qawlan ghayra alladhī qīla lahum fa-anzalnā ʿalā alladhīna ẓalamū rij'zam-mina s-samāi bimā kānū yafsuqūn,Fabaddalal lazeena zalamoo qawlan ghairal lazee qeela lahum fa anzalnaa 'alal lazeena zalamoo rijzam minas samaaa'i bimaa kaanoo yafsuqoon,Fabaddala allatheena thalamooqawlan ghayra allathee qeela lahum faanzalna AAalaallatheena thalamoo rijzan mina assama-ibima kanoo yafsuqoon,0.7955,0.8192,0.0882,0.129,N
2,60,Wa-idhi is'tasqā mūsā liqawmihi faqul'nā iḍ'rib biʿaṣāka l-ḥajara fa-infajarat min'hu ith'natā ʿashrata ʿaynan qad ʿalima kullu unāsim-mashrabahum kulū wa-ish'rabū mir-riz'qi l-lahi walā taʿthaw fī l-arḍi muf'sidīn,Wa izis tasqaa Moosaa liqawmihee faqulnad rib bi'asaakal hajara fanfajarat minhusnataaa 'ashrata 'aynan qad 'alima kullu unaasim mash rabahum kuloo washraboo mir rizqil laahi wa laa ta'saw fil ardi mufsideen,Wa-ithi istasqa moosaliqawmihi faqulna idrib biAAasaka alhajarafanfajarat minhu ithnata AAashrata AAaynan qadAAalima kullu onasin mashrabahum kuloo washraboomin rizqi Allahi wala taAAthaw fee al-ardimufsideen,0.3541,0.327,0.1111,0.0667,Y
2,61,Wa-idh qul'tum yāmūsā lan-naṣbira ʿalā ṭaʿāmiw-wāḥidin fa-ud'ʿu lanā rabbaka yukh'rij lanā mimmā tunbitu l-arḍu min baqlihā waqithāihā wafūmihā waʿadasihā wabaṣalihā qāla atastabdilūna alladhī huwa adnā bi-alladhī huwa khayrun ih'biṭū miṣ'ran fa-inna lakum mā sa-altum waḍuribat ʿalayhimu dh-dhilatu wal-maskanatu wabāū bighaḍabim-mina l-lahi dhālika bi-annahum kānū yakfurūna biāyāti l-lahi wayaqtulūna n-nabiyīna bighayri l-ḥaqi dhālika bimā ʿaṣaw wakānū yaʿtadūn,Wa iz qultum yaa Moosaa lan nasbira 'alaa ta'aaminw waahidin fad'u lanaa rabbaka yukhrij lanaa mimmaa tumbitul ardu mimbaqlihaa wa qis saaa'ihaa wa foomihaa wa 'adasihaa wa basalihaa qaala atastabdiloonal lazee huwa adnaa billazee huwa khayr; ihbitoo misran fa inna lakum maa sa altum; wa duribat 'alaihimuz zillatu walmaskanatu wa baaa'oo bighadabim minal laah; zaalika bi annahum kaano yakfuroona bi aayaatil laahi wa yaqtuloonan Nabiyyeena bighairil haqq; zaalika bimaa 'asaw wa kaanoo ya'tadoon,Wa-ith qultum ya moosalan nasbira AAala taAAamin wahidinfadAAu lana rabbaka yukhrij lana mimmatunbitu al-ardu min baqliha waqiththa-ihawafoomiha waAAadasiha wabasaliha qalaatastabdiloona allathee huwa adna billatheehuwa khayrun ihbitoo misran fa-inna lakum masaaltum waduribat AAalayhimu aththillatu walmaskanatuwabaoo bighadabin mina Allahi thalikabi-annahum kanoo yakfuroona bi-ayati Allahiwayaqtuloona annabiyyeena bighayri alhaqqi thalikabima AAasaw wakanoo yaAAtadoon,0.1529,0.1537,0.1176,0.1863,Y
2,62,Inna alladhīna āmanū wa-alladhīna hādū wal-naṣārā wal-ṣābiīna man āmana bil-lahi wal-yawmi l-ākhiri waʿamila ṣāliḥan falahum ajruhum ʿinda rabbihim walā khawfun ʿalayhim walā hum yaḥzanūn,Innal lazeena aamanoo wallazeena haadoo wan nasaaraa was Saabi'eena man aamana billaahi wal yawmil aakhiri wa 'amila saalihan falahum ajruhum 'inda Rabbihim wa laa khawfun 'alaihim wa laa hum yahzanoon,Inna allatheena amanoo wallatheenahadoo wannasara wassabi-eenaman amana biAllahi walyawmi al-akhiriwaAAamila salihan falahum ajruhum AAinda rabbihimwala khawfun AAalayhim wala hum yahzanoon,0.8,0.8723,0.1739,0.2,N
2,63,Wa-idh akhadhnā mīthāqakum warafaʿnā fawqakumu ṭ-ṭūra khudhū mā ātaynākum biquwwatiw-wa-udh'kurū mā fīhi laʿallakum tattaqūn,Wa iz akhaznaa meesaaqakum wa rafa'naa fawqakumut Toora khuzoo maaa aatainaakum biquwwatinw wazkuroo maa feehi la'allakum tattaqoon,Wa-ith akhathna meethaqakumwarafaAAna fawqakumu attoora khuthooma ataynakum biquwwatin wathkurooma feehi laAAallakum tattaqoon,0.7922,0.832,0.0294,0.1111,N
2,64,Thumma tawallaytum min baʿdi dhālika falawlā faḍlu l-lahi ʿalaykum waraḥmatuhu lakuntum mina l-khāsirīn,Summa tawallaitum mim ba'di zaalika falawlaa fadlul laahi 'alaikum wa rahmatuhoo lakuntum minal khaasireen,Thumma tawallaytum min baAAdi thalikafalawla fadlu Allahi AAalaykum warahmatuhulakuntum mina alkhasireen,0.8654,0.9179,0.0357,0.25,N
2,65,Walaqad ʿalim'tumu alladhīna iʿ'tadaw minkum fī s-sabti faqul'nā lahum kūnū qiradatan khāsiīn,Wa laqad 'alimtumul lazeena'-tadaw minkum fis Sabti faqulnaa lahum koonoo qiradatan khaasi'een,Walaqad AAalimtumu allatheenaiAAtadaw minkum fee assabti faqulna lahum koonooqiradatan khasi-een,0.8432,0.836,0.2,0.125,N
2,66,Fajaʿalnāhā nakālal-limā bayna yadayhā wamā khalfahā wamawʿiẓatal-lil'muttaqīn,Faja'alnaahaa nakaalal limaa baina yadihaa wa maa khalfahaa wa maw'izatal lilmuttaqeen,FajaAAalnaha nakalanlima bayna yadayha wama khalfahawamawAAithatan lilmuttaqeen,0.8659,0.879,0.0,0.2143,N
2,67,Wa-idh qāla mūsā liqawmihi inna l-laha yamurukum an tadhbaḥū baqaratan qālū atattakhidhunā huzuwan qāla aʿūdhu bil-lahi an akūna mina l-jāhilīn,Wa iz qaala Moosaa liqawmiheee innal laaha yaamurukum an tazbahoo baqaratan qaalooo atattakhizunna huzuwan qaala a'oozu billaahi an akoona minal jaahileen,Wa-ith qala moosaliqawmihi inna Allaha ya/murukum an tathbahoobaqaratan qaloo atattakhithuna huzuwan qalaaAAoothu biAllahi an akoona mina aljahileen,0.835,0.866,0.1081,0.1818,N
2,68,Qālū ud'ʿu lanā rabbaka yubayyil-lanā mā hiya qāla innahu yaqūlu innahā baqaratul-lā fāriḍuw-walā bik'run ʿawānun bayna dhālika fa-if'ʿalū mā tu'marūn,Qaalud-'u lanaa rabbaka yubaiyil lanaa maa hee; qaala innahoo yaqoolu innahaa baqaratul laa faaridunw wa laa bikrun 'awaanum baina zaalika faf'aloo maa tu'maroon,Qaloo odAAu lana rabbakayubayyin lana ma hiya qala innahu yaqooluinnaha baqaratun la faridun walabikrun AAawanun bayna thalika fafAAaloo matu/maroon,0.8442,0.8658,0.0652,0.1842,N
2,69,Qālū ud'ʿu lanā rabbaka yubayyil-lanā mā lawnuhā qāla innahu yaqūlu innahā baqaratun ṣafrāu fāqiʿul-lawnuhā tasurru n-nāẓirīn,Qaalud-'u lanaa rabaaka yubaiyil lanaa maa lawnuhaa; qaala innahoo yaqoolu innahaa baqaratun safraaa'u faqi'ul lawnuhaa tasurrunnaazireen,Qaloo odAAu lana rabbakayubayyin lana ma lawnuha qala innahuyaqoolu innaha baqaratun safrao faqiAAunlawnuha tasurru annathireen,0.8769,0.873,0.0303,0.28,N
2,70,Qālū ud'ʿu lanā rabbaka yubayyil-lanā mā hiya inna l-baqara tashābaha ʿalaynā wa-innā in shāa l-lahu lamuh'tadūn,Qaalud-'u lanaa rabbaka yubaiyil lanaa maa hiya innal baqara tashaabaha 'alainaa wa innaaa in shaaa'al laahu lamuhtadoon,Qaloo odAAu lana rabbakayubayyin lana ma hiya inna albaqara tashabahaAAalayna wa-inna in shaa Allahulamuhtadoon,0.8957,0.8879,0.1562,0.28,N
2,71,Qāla innahu yaqūlu innahā baqaratul-lā dhalūlun tuthīru l-arḍa walā tasqī l-ḥartha musallamatul-lā shiyata fīhā qālū l-āna ji'ta bil-ḥaqi fadhabaḥūhā wamā kādū yafʿalūn,Qaala innahoo yaqoolu innahaa baqaratul laa zaloolun tuseerul arda wa laa tasqil harsa musallamatullaa shiyata feehaa; qaalul 'aana jita bilhaqq; fazabahoohaa wa maa kaado yaf'aloon,Qala innahu yaqoolu innahabaqaratun la thaloolun tutheeru al-arda walatasqee alhartha musallamatun la shiyata feehaqaloo al-ana ji/ta bilhaqqi fathabahoohawama kadoo yafAAaloon,0.8324,0.8605,0.0638,0.2051,N
2,72,Wa-idh qataltum nafsan fa-iddāratum fīhā wal-lahu mukh'rijum-mā kuntum taktumūn,Wa iz qataltum nafsan faddaara'tum feehaa wallaahu mukrijum maa kuntum taktumoon,Wa-ith qataltum nafsan faddara/tumfeeha wallahu mukhrijun ma kuntumtaktumoon,0.8805,0.8903,0.1818,0.2,N
2,73,Faqul'nā iḍ'ribūhu bibaʿḍihā kadhālika yuḥ'yī l-lahu l-mawtā wayurīkum āyātihi laʿallakum taʿqilūn,Faqulnad riboohu biba'dihaa; kazaalika yuhyil laa hul mawtaa wa yureekum aayaatihee la'allakum ta'qiloon,Faqulna idriboohu bibaAAdihakathalika yuhyee Allahu almawtawayureekum ayatihi laAAallakum taAAqiloon,0.8259,0.8283,0.0,0.0435,N
2,74,Thumma qasat qulūbukum min baʿdi dhālika fahiya kal-ḥijārati aw ashaddu qaswataw-wa-inna mina l-ḥijārati lamā yatafajjaru min'hu l-anhāru wa-inna min'hā lamā yashaqqaqu fayakhruju min'hu l-māu wa-inna min'hā lamā yahbiṭu min khashyati l-lahi wamā l-lahu bighāfilin ʿammā taʿmalūn,Summa qasat quloobukum mim ba'di zaalika fahiya kalhijaarati aw-ashaadu qaswah; wa inna minal hijaarati lamaa yatafajjaru minhul anhaar; wa inna minhaa lamaa yash shaqqaqu fayakhruju minhul maaa'; wa inna minhaa lamaa yahbitu min khashyatil laa; wa mal laahu bighaafilin 'ammaa ta'maloon,Thumma qasat quloobukum min baAAdi thalikafahiya kalhijarati aw ashaddu qaswatanwa-inna mina alhijarati lama yatafajjaruminhu al-anharu wa-inna minha lamayashshaqqaqu fayakhruju minhu almao wa-inna minhalama yahbitu min khashyati Allahi wamaAllahu bighafilin AAamma taAAmaloon,0.0464,0.2234,0.1552,0.2857,Y
2,75,Afataṭmaʿūna ay-yu'minū lakum waqad kāna farīqum-min'hum yasmaʿūna kalāma l-lahi thumma yuḥarrifūnahu min baʿdi mā ʿaqalūhu wahum yaʿlamūn,Afatatma'oona ai yu'minoo lakum wa qad kaana fareequm minhum yasma'oona Kalaamal laahi summa yuharri foonahoo mim ba'di maa'aqaloohu wa hum ya'lamoon,AfatatmaAAoona an yu/minoo lakumwaqad kana fareequn minhum yasmaAAoona kalama Allahithumma yuharrifoonahu min baAAdi ma AAaqaloohuwahum yaAAlamoon,0.8293,0.838,0.0698,0.1515,N
2,76,Wa-idhā laqū alladhīna āmanū qālū āmannā wa-idhā khalā baʿḍuhum ilā baʿḍin qālū atuḥaddithūnahum bimā fataḥa l-lahu ʿalaykum liyuḥājjūkum bihi ʿinda rabbikum afalā taʿqilūn,Wa izaa laqul lazeena aamanoo qaalooo aamannaa wa izaakhalaa ba'duhum ilaa ba'din qaalooo atuhaddisoonahum bimaa fatahal laahu 'alaikum liyuhaajjookum bihee 'inda rabbikum; afalaa ta'qiloon,Wa-itha laqoo allatheena amanooqaloo amanna wa-itha khalabaAAduhum ila baAAdin qaloo atuhaddithoonahumbima fataha Allahu AAalaykum liyuhajjookumbihi AAinda rabbikum afala taAAqiloon,0.8156,0.8555,0.0444,0.1667,N
2,77,Awalā yaʿlamūna anna l-laha yaʿlamu mā yusirrūna wamā yuʿ'linūn,Awalaa ya'lamoona annal laaha ya'lamu maa yusirroona wa maa yu'linoon,Awa la yaAAlamoona anna AllahayaAAlamu ma yusirroona wama yuAAlinoon,0.8485,0.8244,0.0,0.1765,N
2,78,Wamin'hum ummiyyūna lā yaʿlamūna l-kitāba illā amāniyya wa-in hum illā yaẓunnūn,Wa minhum ummiyyoona laa ya'lamoonal kitaaba illaaa amaaniyya wa in hum illaa yazunnoon,Waminhum ommiyyoona la yaAAlamoonaalkitaba illa amaniyya wa-in hum illayathunnoon,0.8795,0.8625,0.1364,0.375,N
2,79,Fawaylul-lilladhīna yaktubūna l-kitāba bi-aydīhim thumma yaqūlūna hādhā min ʿindi l-lahi liyashtarū bihi thamanan qalīlan fawaylul-lahum mimmā katabat aydīhim wawaylul-lahum mimmā yaksibūn,Fawailul lillazeena yaktuboonal kitaaba bi aydddhim summa yaqooloona haazaa min 'indil laahi liyashtaroo bihee samanan qaleelan fawilul lahum mimaa katabat aydeehim wa wailul lahum mimmaa yaksiboon,Fawaylun lillatheena yaktuboona alkitababi-aydeehim thumma yaqooloona hatha min AAindi Allahiliyashtaroo bihi thamanan qaleelan fawaylun lahum mimmakatabat aydeehim wawaylun lahum mimma yaksiboon,0.6823,0.8773,0.093,0.1714,N
2,80,Waqālū lan tamassanā n-nāru illā ayyāmam-maʿdūdatan qul attakhadhtum ʿinda l-lahi ʿahdan falay-yukh'lifa l-lahu ʿahdahu am taqūlūna ʿalā l-lahi mā lā taʿlamūn,Wa qaaloo lan tamassanan Naaru illaaa ayyaamam ma'doo dah; qul attakhaztum 'indal laahi 'ahdan falai yukhlifal laahu 'ahdahooo am taqooloona 'alal laahi maa laa ta'lamoon,Waqaloo lan tamassana annaruilla ayyaman maAAdoodatan qul attakhathtumAAinda Allahi AAahdan falan yukhlifa AllahuAAahdahu am taqooloona AAala Allahi ma lataAAlamoon,0.8359,0.8385,0.0851,0.1316,N
2,81,Balā man kasaba sayyi-ataw-wa-aḥāṭat bihi khaṭīatuhu fa-ulāika aṣḥābu n-nāri hum fīhā khālidūn,Balaa man kasaba sayyi'atanw wa ahaatat bihee khateee'atuhoo fa-ulaaa'ika Ashaabun Naari hum feehaa khaalidoon,Bala man kasaba sayyi-atan waahatatbihi khatee-atuhu faola-ika as-habu annarihum feeha khalidoon,0.8627,0.8842,0.2069,0.1429,N
2,82,Wa-alladhīna āmanū waʿamilū ṣ-ṣāliḥāti ulāika aṣḥābu l-janati hum fīhā khālidūn,Wallazeena aamanoo wa 'amilus saalihaati ulaaa'ika Ashaabul Jannati hum feeha khaalidoon,Wallatheena amanoowaAAamiloo assalihati ola-ika as-habualjannati hum feeha khalidoon,0.8193,0.7975,0.087,0.0455,N
2,83,Wa-idh akhadhnā mīthāqa banī is'rāīla lā taʿbudūna illā l-laha wabil-wālidayni iḥ'sānaw-wadhī l-qur'bā wal-yatāmā wal-masākīni waqūlū lilnnāsi ḥus'naw-wa-aqīmū ṣ-ṣalata waātū z-zakata thumma tawallaytum illā qalīlam-minkum wa-antum muʿ'riḍūn,Wa iz akhaznaa meesaaqa Baneee Israaa'eela laa ta'budoona illal laaha wa bil waalidaini ihsaananw wa zil qurbaa walyataamaa walmasaakeeni wa qooloo linnaasi husnanw wa aqeemus salaata wa aatuzZakaata summa tawallitum illaa qaleelam minkum wa antum mu'ridoon,Wa-ith akhathna meethaqabanee isra-eela la taAAbudoona illa Allahawabilwalidayni ihsanan watheealqurba walyatama walmasakeeniwaqooloo linnasi husnan waaqeemoo assalatawaatoo azzakata thumma tawallaytum illaqaleelan minkum waantum muAAridoon,0.0321,0.0333,0.0435,0.1034,Y
2,84,Wa-idh akhadhnā mīthāqakum lā tasfikūna dimāakum walā tukh'rijūna anfusakum min diyārikum thumma aqrartum wa-antum tashhadūn,Wa iz akhaznaa meesaa qakum laa tasfikoona dimaaa'akum wa laa tukrijoona anfusakum min diyaarikum summa aqrartum wa antum tashhadoon,Wa-ith akhathna meethaqakumla tasfikoona dimaakum wala tukhrijoonaanfusakum min diyarikum thumma aqrartum waantum tashhadoon,0.8594,0.9194,0.1724,0.2917,N
2,85,Thumma antum hāulāi taqtulūna anfusakum watukh'rijūna farīqam-minkum min diyārihim taẓāharūna ʿalayhim bil-ith'mi wal-ʿud'wāni wa-iy-yatūkum usārā tufādūhum wahuwa muḥarramun ʿalaykum ikh'rājuhum afatu'minūna bibaʿḍi l-kitābi watakfurūna bibaʿḍin famā jazāu may-yafʿalu dhālika minkum illā khiz'yun fī l-ḥayati d-dun'yā wayawma l-qiyāmati yuraddūna ilā ashaddi l-ʿadhābi wamā l-lahu bighāfilin ʿammā taʿmalūn,Summa antum haaa'ulaaa'i taqtuloona anfusakum wa tukhrijoona fareeqam minkum min diyaarihim tazaaharoona 'alaihim bil ismi wal'udwaani wa iny yaatookum usaaraa tufaadoohum wahuwa muharramun 'alaikum ikhraajuhum; afatu' mi-noona biba'dil Kitaabi wa takfuroona biba'd; famaa jazaaa'u mai yaf'alu zaalika minkum illaa khizyun fil hayaatid-dunyaa wa yawmal qiyaamati yuraddoona ilaaa ashaddil 'azaab; wa mal laahu bighaafilin 'ammaa ta'maloon,Thumma antum haola-itaqtuloona anfusakum watukhrijoona fareeqan minkum min diyarihimtathaharoona AAalayhim bil-ithmi walAAudwaniwa-in ya/tookum osara tufadoohum wahuwa muharramunAAalaykum ikhrajuhum afatu/minoona bibaAAdi alkitabiwatakfuroona bibaAAdin fama jazao manyafAAalu thalika minkum illa khizyun fee alhayatiaddunya wayawma alqiyamati yuraddoona ilaashaddi alAAathabi wama Allahu bighafilinAAamma taAAmaloon,0.2434,0.1555,0.1121,0.1429,Y
2,86,Ulāika alladhīna ish'tarawū l-ḥayata d-dun'yā bil-ākhirati falā yukhaffafu ʿanhumu l-ʿadhābu walā hum yunṣarūn,Ulaaa'ikal lazeenash tarawul hayaatad dunyaa bil aakhirati falaa yukhaffafu 'anhumul 'azaabu wa laa hum yunsaroon,Ola-ika allatheena ishtarawooalhayata addunya bil-akhiratifala yukhaffafu AAanhumu alAAathabu wala humyunsaroon,0.8507,0.8507,0.0968,0.1111,N
2,87,Walaqad ātaynā mūsā l-kitāba waqaffaynā min baʿdihi bil-rusuli waātaynā ʿīsā ib'na maryama l-bayināti wa-ayyadnāhu birūḥi l-qudusi afakullamā jāakum rasūlun bimā lā tahwā anfusukumu is'takbartum fafarīqan kadhabtum wafarīqan taqtulūn,Wa laqad aatainaa Moosal Kitaaba wa qaffainaa mim ba'dihee bir Rusuli wa aatainaa 'Eesab-na-Maryamal baiyinaati wa ayyadnaahu bi Roohil Qudus; afakullamaa jaaa'akum Rasoolum bimaa laa tahwaaa anfusukumus takbartum fafareeqan kazzabtum wa fareeqan taqtuloon,Walaqad atayna moosaalkitaba waqaffayna min baAAdihi birrusuliwaatayna AAeesa ibna maryama albayyinatiwaayyadnahu biroohi alqudusi afakullama jaakumrasoolun bima la tahwa anfusukumuistakbartum fafareeqan kaththabtum wafareeqan taqtuloon,0.0287,0.1706,0.0656,0.1915,Y
2,88,Waqālū qulūbunā ghul'fun bal laʿanahumu l-lahu bikuf'rihim faqalīlam-mā yu'minūn,Wa qaaloo quloobunaa ghulf; bal la'anahumul laahu bikufrihim faqaleelam maa yu'minoon,Waqaloo quloobuna ghulfun ballaAAanahumu Allahu bikufrihim faqaleelan mayu/minoon,0.8537,0.8571,0.08,0.0,N
2,89,Walammā jāahum kitābum-min ʿindi l-lahi muṣaddiqul-limā maʿahum wakānū min qablu yastaftiḥūna ʿalā alladhīna kafarū falammā jāahum mā ʿarafū kafarū bihi falaʿnatu l-lahi ʿalā l-kāfirīn,Wa lammaa jaaa'ahum Kitaabum min 'indil laahi musaddiqul limaa ma'ahum wa kaanoo min qablu yastaftihoona 'alal lazeena kafaroo falammaa jaaa'ahum maa 'arafoo kafaroo bih; fala 'natul laahi 'alal kaafireen,Walamma jaahum kitabunmin AAindi Allahi musaddiqun lima maAAahumwakanoo min qablu yastaftihoona AAala allatheenakafaroo falamma jaahum ma AAarafoo kafaroobihi falaAAnatu Allahi AAala alkafireen,0.8429,0.8541,0.0952,0.2059,N
2,90,Bi'samā ish'taraw bihi anfusahum ay-yakfurū bimā anzala l-lahu baghyan ay-yunazzila l-lahu min faḍlihi ʿalā may-yashāu min ʿibādihi fabāū bighaḍabin ʿalā ghaḍabiw-walil'kāfirīna ʿadhābum-muhīnun,Bi'samash taraw biheee anfusahum ai yakfuroo bimaaa anzalal laahu baghyan ai yunazzilal laahu min fadlilhee 'alaa mai yashaaa'u min ibaadihee fabaaa'oo bighadabin 'alaa ghadab; wa lilkaafireena 'azaabum muheen,Bi/sama ishtaraw bihi anfusahum anyakfuroo bima anzala Allahu baghyan an yunazzilaAllahu min fadlihi AAala man yashaomin AAibadihi fabaoo bighadabin AAalaghadabin walilkafireena AAathabun muheen,0.3258,0.8711,0.125,0.2439,N
2,91,Wa-idhā qīla lahum āminū bimā anzala l-lahu qālū nu'minu bimā unzila ʿalaynā wayakfurūna bimā warāahu wahuwa l-ḥaqu muṣaddiqal-limā maʿahum qul falima taqtulūna anbiyāa l-lahi min qablu in kuntum mu'minīn,Wa izaa qeela lahum aaminoo bimaaa anzalal laahu qaaloo nu'minu bimaaa unzila 'alainaa wa yakfuroona bimaa waraaa'ahoo wa huwal haqqu musaddiqal limaa ma'ahum; qul falima taqtuloona Ambiyaaa'al laahi min qablu in kuntum mu'mineen,Wa-itha qeela lahum aminoo bimaanzala Allahu qaloo nu/minu bima onzilaAAalayna wayakfuroona bima waraahu wahuwa alhaqqumusaddiqan lima maAAahum qul falima taqtuloonaanbiyaa Allahi min qablu in kuntum mu/mineen,0.4455,0.6005,0.2407,0.3333,N
2,92,Walaqad jāakum mūsā bil-bayināti thumma ittakhadhtumu l-ʿij'la min baʿdihi wa-antum ẓālimūn,Wa laqad jaaa'akum Moosa bilbaiyinaati summat takhaztunmul 'ijla mim ba'dihee wa antum zaalimoon,Walaqad jaakum moosa bilbayyinatithumma ittakhathtumu alAAijla min baAAdihi waantum thalimoon,0.8172,0.8696,0.0741,0.1364,N
2,93,Wa-idh akhadhnā mīthāqakum warafaʿnā fawqakumu ṭ-ṭūra khudhū mā ātaynākum biquwwatiw-wa-is'maʿū qālū samiʿ'nā waʿaṣaynā wa-ush'ribū fī qulūbihimu l-ʿij'la bikuf'rihim qul bi'samā yamurukum bihi īmānukum in kuntum mu'minīn,Wa iz akhaznaa meesaaqakum wa rafa'naa fawqa kumut Toora khuzoo maaa aatainaakum biquwwatinw wasma'oo qaaloo sami'naa wa 'asainaa wa ushriboo fee quloobihimul 'ijla bikufrihim; qul bi'samaa yaamurukum biheee eemaanukum in kuntum m'mineen,Wa-ith akhathna meethaqakumwarafaAAna fawqakumu attoora khuthooma ataynakum biquwwatin wasmaAAoo qaloosamiAAna waAAasayna waoshriboo feequloobihimu alAAijla bikufrihim qul bi/sama ya/murukumbihi eemanukum in kuntum mu/mineen,0.022,0.2562,0.0769,0.1667,Y
2,94,Qul in kānat lakumu d-dāru l-ākhiratu ʿinda l-lahi khāliṣatam-min dūni n-nāsi fatamannawū l-mawta in kuntum ṣādiqīn,Qul in kaanat lakumud Daarul Aakhiratu 'indal laahi khaalisatam min doonin naasi fatamannawul mawta in kuntum saadiqeen,Qul in kanat lakumu addarual-akhiratu AAinda Allahi khalisatanmin dooni annasi fatamannawoo almawta in kuntum sadiqeen,0.9185,0.8927,0.1667,0.2143,N
2,95,Walay-yatamannawhu abadan bimā qaddamat aydīhim wal-lahu ʿalīmun bil-ẓālimīn,Wa lai yatamannawhu abadam bimaa qaddamat aydeehim; wallaahu 'aleemum bizzaalimeen,Walan yatamannawhu abadan bimaqaddamat aydeehim wallahu AAaleemun biaththalimeen,0.7436,0.8462,0.1053,0.1176,N
2,96,Walatajidannahum aḥraṣa n-nāsi ʿalā ḥayatiw-wamina alladhīna ashrakū yawaddu aḥaduhum law yuʿammaru alfa sanatiw-wamā huwa bimuzaḥziḥihi mina l-ʿadhābi ay-yuʿammara wal-lahu baṣīrun bimā yaʿmalūn,Wa latajidannahum ahrasannaasi 'alaa hayaatinw wa minal lazeena ashrakoo; yawaddu ahaduhum law yu'ammaru alfa sanatinw wa maa huwa bi muzahzihihee minal 'azaabi ai yu'ammar; wallaahu baseerum bimaa ya'maloon,Walatajidannahum ahrasa annasiAAala hayatin wamina allatheenaashrakoo yawaddu ahaduhum law yuAAammaru alfa sanatin wamahuwa bimuzahzihihi mina alAAathabi anyuAAammara wallahu baseerun bimayaAAmaloon,0.2663,0.8804,0.1,0.2308,N
2,97,Qul man kāna ʿaduwwal-lijib'rīla fa-innahu nazzalahu ʿalā qalbika bi-idh'ni l-lahi muṣaddiqal-limā bayna yadayhi wahudaw-wabush'rā lil'mu'minīn,Qul man kaana 'aduwwal li Jibreela fainnahoo nazzalahoo 'alaa qalbika bi iznil laahi musaddiqal limaa baina yadihi wa hudanw wa bushraa lilmu'mineen,Qul man kana AAaduwwan lijibreelafa-innahu nazzalahu AAala qalbika bi-ithni Allahimusaddiqan lima bayna yadayhi wahudan wabushralilmu/mineen,0.872,0.8975,0.1163,0.2941,N
